1183305

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.46              2.09              1.63             15.87
2                       3.42              2.04              1.59             13.57
4                       3.41              2.05              1.59             14.34
8                       3.39              2.04              1.58             13.98
16                      4.08              2.47              1.91             15.95
32                      4.09              2.47              1.93             16.12
64                      4.08              2.48              1.93             16.71
128                     6.03              4.01              3.51             42.42
256                     6.21              4.16              3.54             42.07
512                     6.24              4.17              3.63             42.89
1024                    6.43              4.32              3.78             44.26
2048                    6.93              4.75              4.10             46.65
4096                    8.73              5.98              5.22             47.29
8192                   10.97              7.50              6.78             48.78
16384                  14.61              9.78              8.92             45.88
32768                  21.70             14.37             13.15             44.25
65536                  35.53             23.14             21.48             42.31
131072                 62.61             40.14             37.48             40.06
262144                192.56             89.15             83.70              0.00
