1182245

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.46              2.07              1.59             11.94
2                       3.43              2.05              1.54             10.62
4                       3.39              2.01              1.52              9.66
8                       3.39              2.02              1.53             10.06
16                      4.09              2.48              1.86             13.17
32                      4.09              2.48              1.87             13.88
64                      4.07              2.48              1.85             13.99
128                     6.05              4.01              3.49             41.73
256                     6.21              4.17              3.55             42.64
512                     6.30              4.21              3.62             42.30
1024                    6.45              4.33              3.76             43.62
2048                    6.98              4.72              4.08             44.59
4096                    8.64              5.90              5.18             47.20
8192                   10.96              7.52              6.72             48.79
16384                  14.52              9.76              8.89             46.46
32768                  21.52             14.21             13.09             44.15
65536                  35.34             22.96             21.23             41.72
131072                 62.47             39.95             37.35             39.70
262144                192.38             89.49             84.00              0.00
