1183189

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.47              2.06              1.59             11.40
2                       3.40              2.02              1.52              9.22
4                       3.41              2.03              1.52              8.71
8                       3.43              2.05              1.53              9.90
16                      4.11              2.48              1.85             12.18
32                      4.14              2.48              1.87             10.86
64                      4.09              2.48              1.84             12.49
128                     6.03              4.01              3.50             42.02
256                     6.26              4.17              3.55             41.16
512                     6.44              4.32              3.64             41.74
1024                    6.44              4.32              3.75             43.51
2048                    6.89              4.70              4.06             46.09
4096                    8.67              5.94              5.20             47.66
8192                   10.93              7.51              6.73             49.14
16384                  14.53              9.77              8.89             46.54
32768                  21.49             14.27             13.12             44.98
65536                  35.24             22.98             21.33             42.52
131072                 62.28             39.96             37.31             40.16
262144                192.13             88.57             83.09              0.00
