1182898

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.44              2.06              1.58             13.21
2                       3.38              2.04              1.54             13.22
4                       3.36              2.03              1.54             13.80
8                       3.36              2.03              1.54             13.73
16                      4.07              2.49              1.84             13.76
32                      4.06              2.49              1.87             15.95
64                      4.07              2.49              1.85             14.43
128                     5.98              4.01              3.48             43.07
256                     5.98              4.01              3.51             43.73
512                     6.21              4.16              3.59             42.88
1024                    6.38              4.31              3.74             44.65
2048                    6.77              4.62              4.07             47.15
4096                    8.71              6.00              5.27             48.60
8192                   10.90              7.51              6.72             49.52
16384                  14.60              9.89              8.91             47.19
32768                  21.27             14.04             12.98             44.31
65536                  35.00             22.85             21.30             42.94
131072                 62.06             39.63             37.09             39.52
262144                190.97             89.18             83.67              0.00
