1182781

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.38              2.04              1.54             12.60
2                       3.41              2.04              1.51              9.34
4                       3.37              2.02              1.52             11.18
8                       3.37              2.03              1.51             10.63
16                      4.06              2.49              1.81             13.29
32                      4.09              2.49              1.83             12.84
64                      4.09              2.48              1.86             13.27
128                     5.99              4.01              3.48             43.25
256                     5.99              4.01              3.53             43.76
512                     6.30              4.24              3.61             42.82
1024                    6.40              4.31              3.74             44.05
2048                    6.81              4.63              4.09             46.62
4096                    8.69              5.98              5.21             47.98
8192                   10.90              7.48              6.70             48.95
16384                  14.50              9.77              8.74             45.85
32768                  21.24             14.02             13.01             44.48
65536                  35.20             22.95             21.16             42.15
131072                 62.07             39.63             37.06             39.43
262144                191.91             88.47             83.02              0.00
