1251829

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.51              6.43              5.65              9.93
2                      11.50              6.30              5.50              5.60
4                      11.44              6.30              5.49              6.37
8                      11.39              6.22              5.42              4.66
16                     12.00              6.97              6.16             18.46
32                     14.68              8.59              7.62             20.11
64                     14.72              8.65              7.67             20.85
128                    24.31             12.77             11.59              0.47
256                    24.64             12.92             11.76              0.31
512                    27.58             15.46             14.17             14.44
1024                   33.19             19.84             18.24             26.78
2048                   46.42             28.33             26.24             31.07
4096                   76.93             46.13             42.96             28.31
8192                  144.94             90.46             84.64             35.63
16384                 214.17            151.21            141.93             55.64
32768                 500.97            335.20            315.38             47.44
65536                1048.78            726.17            683.73             52.82
131072               2160.72           1489.96           1403.55             52.21
262144               4695.17           3455.17           3255.75             61.91
