1255005

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.88              6.68              5.86             11.25
2                      12.01              6.72              5.88             10.04
4                      11.75              6.71              5.87             14.15
8                      11.62              6.48              5.69              9.56
16                     12.22              7.11              6.26             18.43
32                     14.88              8.76              7.84             21.89
64                     14.95              8.72              7.77             19.69
128                    24.40             13.04             11.82              3.91
256                    25.04             13.51             12.28              6.11
512                    27.53             15.19             13.86             10.99
1024                   33.01             19.16             17.58             21.17
2048                   46.43             28.44             26.29             31.56
4096                   81.53             47.26             44.07             22.23
8192                  144.79             91.05             85.32             37.01
16384                 206.57            151.95            142.74             61.74
32768                 505.63            335.61            315.83             46.17
65536                1036.21            711.62            670.18             51.57
131072               2265.15           1519.80           1431.76             47.94
262144               4706.09           3437.32           3238.86             60.83
