1245482

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.67              6.37              5.56              4.76
2                      11.54              6.31              5.50              4.75
4                      11.42              6.36              5.55              8.87
8                      11.45              6.21              5.41              3.22
16                     12.20              6.87              6.05             11.93
32                     14.73              8.57              7.63             19.25
64                     14.71              8.52              7.57             18.22
128                    24.18             12.66             11.46              0.00
256                    24.76             12.90             11.68              0.00
512                    27.19             14.91             13.58              9.61
1024                   32.90             19.15             17.55             21.66
2048                   46.78             29.30             27.14             35.61
4096                   72.82             46.13             43.00             37.95
8192                  142.84             90.34             84.66             37.98
16384                 202.01            149.84            140.75             62.94
32768                 500.33            333.39            313.72             46.79
65536                1043.99            712.88            671.34             50.68
131072               2208.57           1495.95           1409.35             49.44
262144               4740.72           3419.89           3221.69             59.00
