1237553

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.76              6.49              5.68              7.18
2                      12.25              6.42              5.58              0.00
4                      11.58              6.38              5.57              6.72
8                      11.55              6.34              5.54              5.94
16                     12.25              7.07              6.19             16.27
32                     14.80              8.55              7.65             18.29
64                     14.81              8.52              7.60             17.15
128                    24.41             12.78             11.59              0.00
256                    24.90             13.07             11.87              0.38
512                    27.28             15.06             13.74             11.07
1024                   32.92             19.22             17.64             22.32
2048                   46.03             27.39             25.29             26.30
4096                   73.64             46.87             43.69             38.73
8192                  146.51             92.04             86.28             36.86
16384                 202.37            150.89            141.75             63.68
32768                 496.42            330.26            310.76             46.53
65536                1052.14            717.61            675.78             50.50
131072               2232.23           1523.28           1435.11             50.60
262144               4663.92           3439.93           3241.20             62.24
