1239138

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.55              6.41              5.61              8.29
2                      14.37              6.34              5.55              0.00
4                      11.33              6.38              5.58             11.36
8                      11.26              6.30              5.52             10.19
16                     12.17              6.94              6.13             14.67
32                     14.62              8.62              7.66             21.62
64                     14.53              8.57              7.61             21.71
128                    24.35             12.86             11.61              1.06
256                    24.66             13.26             12.03              5.24
512                    27.25             14.87             13.58              8.88
1024                   33.32             19.87             18.25             26.28
2048                   45.43             27.28             25.23             28.06
4096                   78.06             46.68             43.52             27.89
8192                  146.54             91.45             85.71             35.72
16384                 207.14            153.66            144.35             62.95
32768                 494.85            333.62            313.97             48.65
65536                1023.75            708.91            667.56             52.84
131072               2158.85           1479.34           1393.73             51.24
262144               4457.78           3252.06           3064.32             60.65
