1234381

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.91              6.60              5.80              8.43
2                      11.90              6.62              5.79              8.77
4                      14.81              6.50              5.68              0.00
8                      11.53              6.34              5.57              6.73
16                     12.24              7.14              6.29             18.90
32                     14.92              8.73              7.80             20.69
64                     14.98              8.71              7.79             19.54
128                    24.31             12.78             11.57              0.34
256                    24.96             13.13             11.88              0.38
512                    27.10             14.99             13.70             11.68
1024                   33.15             20.09             18.44             29.15
2048                   46.22             28.69             26.58             34.04
4096                   81.58             46.89             43.71             20.63
8192                  142.77             91.06             85.36             39.43
16384                 203.68            150.74            141.62             62.62
32768                 503.14            337.88            317.96             48.03
65536                1067.76            723.64            681.47             49.50
131072               2232.66           1513.10           1425.49             49.52
262144               4796.56           3370.28           3175.45             55.08
