1253420

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.72              6.42              5.62              5.69
2                      11.64              6.34              5.52              4.05
4                      11.50              6.29              5.49              4.96
8                      11.48              6.25              5.44              3.77
16                     12.21              6.98              6.14             14.96
32                     14.84              8.55              7.59             17.16
64                     14.89              8.46              7.51             14.45
128                    24.49             12.92             11.68              0.92
256                    24.77             13.14             11.91              2.32
512                    27.60             15.03             13.64              7.79
1024                   33.66             19.33             17.76             19.31
2048                   46.86             27.75             25.66             25.54
4096                   75.73             46.06             42.95             30.93
8192                  146.60             91.52             85.77             35.78
16384                 204.03            149.94            140.85             61.60
32768                 494.82            330.40            310.82             47.10
65536                1029.14            712.42            670.96             52.80
131072               2167.49           1501.72           1414.86             52.94
262144               4664.52           3428.47           3230.66             61.74
