1258176

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.74              6.37              5.57              3.59
2                      11.69              6.35              5.56              4.01
4                      11.55              6.21              5.43              1.79
8                      11.17              6.15              5.35              6.21
16                     12.14              6.97              6.14             15.85
32                     14.76              8.68              7.72             21.25
64                     14.64              8.54              7.62             20.07
128                    24.31             12.73             11.53              0.00
256                    24.82             13.09             11.86              1.08
512                    27.05             14.72             13.44              8.23
1024                   33.16             19.34             17.75             22.13
2048                   45.32             27.35             25.30             29.00
4096                   81.33             46.01             42.89             17.64
8192                  145.36             90.74             85.05             35.78
16384                 211.75            155.58            146.16             61.57
32768                 499.58            335.51            315.72             48.03
65536                1043.52            713.93            672.33             50.98
131072               2129.70           1448.54           1364.64             50.09
262144               4436.06           3277.78           3088.49             62.50
