1256588

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.43              6.40              5.58              0.00
2                      11.59              6.36              5.54              5.69
4                      11.44              6.43              5.61             10.60
8                      11.35              6.24              5.41              5.48
16                     12.16              6.88              6.06             12.80
32                     14.71              8.46              7.53             17.11
64                     14.51              8.39              7.48             18.24
128                    24.37             12.82             11.62              0.57
256                    25.16             13.13             11.93              0.00
512                    27.22             15.05             13.75             11.56
1024                   33.15             19.79             18.16             26.40
2048                   46.69             29.13             26.97             34.90
4096                   79.22             45.98             42.84             22.43
8192                  149.19             92.96             87.05             35.40
16384                 206.52            150.59            141.45             60.46
32768                 504.12            335.61            315.72             46.63
65536                1071.01            720.69            678.58             48.37
131072               2202.27           1504.71           1417.63             50.79
262144               4771.99           3392.37           3196.36             56.84
