1247068

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.64              6.40              5.63              6.88
2                      11.69              6.39              5.54              4.40
4                      11.49              6.33              5.50              6.15
8                      11.29              6.18              5.38              5.19
16                     12.19              7.09              6.24             18.23
32                     14.72              8.40              7.51             15.83
64                     14.71              8.32              7.44             14.13
128                    24.16             12.66             11.51              0.14
256                    24.68             13.02             11.84              1.57
512                    27.12             14.73             13.44              7.82
1024                   33.05             19.11             17.58             20.74
2048                   45.84             28.72             26.56             35.53
4096                   82.59             48.20             44.92             23.43
8192                  142.00             89.77             84.12             37.91
16384                 207.83            154.37            145.04             63.14
32768                 498.85            333.13            313.47             47.13
65536                1053.70            719.27            677.39             50.63
131072               2274.02           1526.52           1438.22             48.03
262144               4718.88           3383.35           3187.90             58.11
