1248654

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.58              6.41              5.64              8.20
2                      11.63              6.34              5.51              4.17
4                      11.59              6.40              5.59              7.05
8                      11.35              6.29              5.46              7.40
16                     12.17              7.09              6.25             18.82
32                     14.73              8.57              7.63             19.38
64                     14.74              8.55              7.63             18.91
128                    24.31             12.83             11.67              1.57
256                    24.89             13.05             11.83              0.00
512                    27.39             14.88             13.59              7.98
1024                   33.03             19.23             17.65             21.83
2048                   47.10             28.70             26.57             30.74
4096                   79.96             46.33             43.19             22.14
8192                  145.15             90.93             85.25             36.40
16384                 214.00            153.40            144.13             57.95
32768                 491.92            331.53            311.99             48.59
65536                1048.61            717.17            675.35             50.92
131072               2230.88           1497.27           1410.59             47.99
262144               4893.80           3504.23           3301.93             57.92
