1243894

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.73              6.57              5.76             10.30
2                      11.72              6.46              5.65              7.02
4                      11.62              6.45              5.64              8.38
8                      11.73              7.27              6.39             30.22
16                     12.25              7.13              6.28             18.50
32                     14.86              8.75              7.81             21.86
64                     14.80              8.55              7.62             17.96
128                    24.51             12.98             11.79              2.12
256                    25.05             13.29             12.10              2.82
512                    27.84             15.17             13.85              8.47
1024                   33.80             19.54             17.97             20.65
2048                   46.79             29.24             27.05             35.10
4096                   76.05             46.41             43.26             31.47
8192                  144.42             92.39             86.58             39.90
16384                 207.51            153.41            144.11             62.46
32768                 491.74            329.92            310.43             47.87
65536                1046.51            715.80            674.09             50.94
131072               2241.39           1504.79           1417.67             48.04
262144               4613.70           3392.51           3196.59             61.80
