1235967

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.71              6.26              5.45              0.13
2                      11.66              6.34              5.55              4.22
4                      11.44              6.31              5.52              7.06
8                      11.31              6.24              5.44              6.82
16                     12.21              7.10              6.22             18.02
32                     14.55              8.45              7.52             18.91
64                     14.51              8.48              7.54             20.04
128                    24.29             13.04             11.79              4.63
256                    24.55             13.27             12.03              6.31
512                    27.26             15.33             13.97             14.63
1024                   32.87             20.13             18.52             31.18
2048                   46.29             28.66             26.52             33.49
4096                   72.18             47.39             44.18             43.89
8192                  146.40             91.04             85.33             35.12
16384                 203.93            152.43            143.19             64.03
32768                 495.71            332.51            312.90             47.84
65536                1044.72            719.14            677.23             51.92
131072               2240.58           1515.09           1427.40             49.17
262144               4934.96           3554.30           3349.17             58.78
