1261354

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.68              6.41              5.61              6.00
2                      11.72              6.38              5.58              4.16
4                      11.56              6.32              5.50              4.65
8                      12.28              6.24              5.39              0.00
16                     12.32              7.01              6.14             13.69
32                     14.55              8.50              7.58             20.15
64                     14.55              8.41              7.51             18.26
128                    24.36             12.67             11.49              0.00
256                    24.62             12.75             11.56              0.00
512                    27.67             14.84             13.49              4.91
1024                   32.78             19.58             17.99             26.60
2048                   47.04             28.36             26.24             28.78
4096                   80.89             46.79             43.65             21.88
8192                  147.58             91.80             86.06             35.18
16384                 210.11            153.38            144.09             60.63
32768                 506.27            333.24            313.57             44.82
65536                1052.27            716.41            674.70             50.22
131072               2237.96           1503.96           1416.86             48.20
262144               4898.47           3429.30           3231.16             54.53
