1371898

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      17.79              7.78              6.60              0.00
2                      23.93             10.88              9.29              0.00
4                      29.60             15.21             13.05              0.00
8                      25.31             11.37              9.71              0.00
16                     22.70             16.80             14.44             59.18
32                     19.43             13.23             11.31             45.18
64                     20.92             16.38             14.06             67.71
128                    39.48             23.17             19.96             18.29
256                    26.27             15.14             12.98             14.25
512                    37.68             18.08             15.54              0.00
1024                   38.52             15.97             13.67              0.00
2048                   60.40             28.66             24.74              0.00
4096                   50.59             28.74             24.81             11.95
8192                   51.89             33.78             29.16             37.90
16384                 109.39             66.19             57.34             24.66
32768                 147.91             98.23             85.21             41.70
65536                 120.09             72.21             62.63             23.54
131072                212.39            136.58            118.34             35.94
262144                675.99            318.97            276.96              0.00
