1369749

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      17.23             11.25              9.61             37.79
2                      13.32              6.96              5.88              0.00
4                      16.52             11.50              9.83             48.89
8                      27.25             19.99             17.22             57.88
16                     21.21             15.35             13.18             55.52
32                     14.92              8.10              6.88              0.99
64                     34.50             28.50             24.62             75.59
128                    58.62             31.80             27.47              2.38
256                    49.68             24.51             21.14              0.00
512                    47.12             24.33             21.00              0.00
1024                   77.08             40.56             35.08              0.00
2048                   46.63             20.54             17.67              0.00
4096                   39.74             25.56             22.05             35.68
8192                   57.35             40.99             35.48             53.89
16384                  50.90             33.33             28.83             39.06
32768                  75.66             48.71             42.17             36.08
65536                 126.71             73.75             63.96             17.19
131072                210.23            129.64            112.49             28.36
262144                683.28            348.35            302.63              0.00
