1370292

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      79.31             52.87             45.74             42.17
2                      35.70             19.02             16.35              0.00
4                      17.18             11.30              9.65             38.97
8                      24.61              9.92              8.45              0.00
16                     25.98             18.42             15.85             52.34
32                     25.25             17.25             14.82             45.98
64                     22.50             17.91             15.40             70.21
128                    80.93             34.89             30.15              0.00
256                    65.01             22.25             19.17              0.00
512                   228.13             65.90             57.11              0.00
1024                   73.45             35.62             30.78              0.00
2048                   31.99             19.83             17.08             28.78
4096                   47.30             22.92             19.76              0.00
8192                   47.84             28.73             24.80             22.97
16384                 118.48             41.19             35.62              0.00
32768                 132.18             51.27             44.38              0.00
65536                 167.08             97.64             84.69             18.01
131072                238.45            138.73            120.54             17.27
262144                664.14            297.23            258.22              0.00
