1369634

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      23.75              8.85              7.50              0.00
2                      18.22             11.51              9.80             31.55
4                      18.41              7.87              6.65              0.00
8                      20.43             14.62             12.52             53.57
16                     38.75             19.62             16.88              0.00
32                     27.60             15.65             13.43             11.03
64                     18.09              9.25              7.87              0.00
128                    64.51             30.01             25.87              0.00
256                    40.32             23.22             20.02             14.55
512                    69.59             35.60             30.78              0.00
1024                   32.19             19.79             17.02             27.20
2048                   48.54             28.22             24.31             16.38
4096                   79.93             46.48             40.24             16.88
8192                   58.51             38.48             33.27             39.79
16384                 110.33             36.10             31.21              0.00
32768                 111.31             62.33             54.00              9.30
65536                 182.42            115.99            100.64             33.99
131072                389.61            211.30            183.52              2.84
262144                718.37            346.59            301.10              0.00
