1371565

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                     133.95            110.39             95.89             75.43
2                      52.44             43.76             37.89             77.08
4                      20.20             14.56             12.49             54.86
8                      11.89              7.75              6.57             36.96
16                     19.69             14.37             12.32             56.77
32                     18.92             10.94              9.35             14.64
64                     12.57              8.69              7.38             47.39
128                    22.91             14.18             12.16             28.16
256                    26.02             15.52             13.33             21.24
512                    38.68             17.52             15.06              0.00
1024                   35.67             21.06             18.10             19.27
2048                   51.98             28.69             24.77              5.94
4096                   44.60             21.54             18.55              0.00
8192                   63.38             30.49             26.32              0.00
16384                  74.37             51.76             44.88             49.62
32768                  83.24             46.83             40.53             10.17
65536                 133.11             90.69             78.64             46.06
131072                227.67            128.02            111.06             10.27
262144                589.61            321.91            279.49              4.22
