1369411

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      16.23              7.72              6.51              0.00
2                      22.57             10.11              8.58              0.00
4                      21.73             12.54             10.68             13.98
8                      12.15              7.48              6.32             26.17
16                     15.55              8.57              7.26              3.79
32                     13.44              9.09              7.73             43.80
64                     23.21             10.96              9.34              0.00
128                    36.10             20.31             17.45              9.47
256                    62.82             29.58             25.54              0.00
512                   103.34             54.81             47.48              0.00
1024                   33.22             16.34             14.04              0.00
2048                   41.99             26.93             23.24             35.18
4096                   43.47             24.78             21.35             12.44
8192                   77.00             39.07             33.79              0.00
16384                  56.73             37.30             32.26             39.78
32768                 135.05             63.69             55.19              0.00
65536                 121.70             72.78             63.09             22.46
131072                261.02            144.01            124.99              6.38
262144                730.37            309.47            268.94              0.00
