1371321

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.73              8.58              7.29             15.69
2                      18.68             11.32              9.66             23.81
4                      12.02              7.71              6.53             33.92
8                      25.37              8.15              6.88              0.00
16                     29.35             23.52             20.30             71.30
32                     13.47              8.92              7.59             40.05
64                     14.57              9.74              8.31             41.84
128                    43.49             29.29             25.30             43.88
256                    35.92             17.20             14.76              0.00
512                    42.47             19.77             17.02              0.00
1024                   43.52             27.82             24.03             34.70
2048                   33.95             22.62             19.50             41.88
4096                   34.96             22.72             19.57             37.45
8192                   68.07             40.88             35.36             23.11
16384                  50.98             32.94             28.50             36.71
32768                  73.21             46.30             40.12             32.95
65536                 120.75             76.23             66.16             32.71
131072                209.48            123.16            106.96             19.30
262144                622.36            310.28            269.50              0.00
