1370973

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.65              8.73              7.42             33.80
2                      11.86              8.93              7.59             61.28
4                      12.07              7.20              6.08             19.97
8                      85.22             22.17             19.12              0.00
16                     65.72             55.98             48.54             79.93
32                     14.31             10.29              8.78             54.25
64                     19.82             16.75             14.42             78.70
128                    40.60             19.84             17.11              0.00
256                    30.28             14.80             12.72              0.00
512                    27.07             15.52             13.33             13.36
1024                   31.42             15.53             13.33              0.00
2048                   27.22             16.43             14.12             23.53
4096                   43.60             27.61             23.84             32.96
8192                   51.31             32.46             28.06             32.81
16384                  86.12             50.05             43.34             16.77
32768                  90.00             60.67             52.57             44.21
65536                 132.63             80.51             69.81             25.34
131072                204.36            123.27            106.96             24.18
262144                580.09            296.90            257.82              0.00
