1372126

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      18.58              9.71              8.28              0.00
2                      12.32              7.90              6.70             34.12
4                      20.65              9.89              8.43              0.00
8                      32.42             23.61             20.36             56.73
16                     33.95             19.77             17.02             16.75
32                     25.30             12.56             10.75              0.00
64                     39.52             19.32             16.63              0.00
128                    51.04             24.82             21.41              0.00
256                    55.55             26.10             22.51              0.00
512                    31.85             16.13             13.83              0.00
1024                   43.31             18.73             16.11              0.00
2048                   68.30             40.81             35.29             22.10
4096                   43.11             26.40             22.78             26.63
8192                   55.29             28.36             24.48              0.00
16384                  56.68             35.42             30.60             30.50
32768                  74.07             46.93             40.61             33.15
65536                 151.89             81.63             70.65              0.54
131072                256.55            129.40            112.18              0.00
262144                606.31            338.96            294.39              9.19
