1370742

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      25.54              9.80              8.35              0.00
2                      19.28              7.31              6.18              0.00
4                      16.62             13.97             11.97             77.86
8                      25.04             18.12             15.55             55.51
16                     14.68             11.42              9.75             66.58
32                     13.95              8.52              7.23             24.97
64                     30.11             20.39             17.55             44.66
128                    25.07             14.38             12.29             13.05
256                    27.39             15.10             12.95              5.12
512                    23.23             14.73             12.63             32.73
1024                   26.87             15.48             13.28             14.21
2048                   25.53             16.76             14.39             39.07
4096                   37.23             21.58             18.57             15.72
8192                   61.66             39.31             33.99             34.26
16384                  84.22             52.12             45.13             28.89
32768                  72.97             47.24             40.88             37.05
65536                 121.20             77.24             66.94             34.33
131072                203.51            123.14            106.82             24.76
262144                584.95            294.61            256.04              0.00
