1369858

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.19              8.32              7.07              0.00
2                      18.42              8.59              7.29              0.00
4                      17.38              7.09              5.99              0.00
8                      15.85             11.39              9.72             54.16
16                     36.93             20.31             17.48              4.91
32                     20.93             10.22              8.71              0.00
64                     47.62             32.26             27.85             44.84
128                    49.21             32.40             27.99             39.92
256                    32.26             17.54             15.08              2.43
512                    23.92             14.63             12.55             26.02
1024                   28.90             17.84             15.34             27.89
2048                   35.43             17.45             15.00              0.00
4096                   35.70             20.69             17.78             15.62
8192                  105.75             62.64             54.26             20.55
16384                  56.86             33.48             28.92             19.16
32768                  72.73             46.65             40.37             35.39
65536                 164.21             98.52             85.46             23.13
131072                265.56            130.01            112.81              0.00
262144                860.10            449.50            390.30              0.00
