1371432

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      35.93             25.09             21.64             49.89
2                      20.40              7.92              6.71              0.00
4                      25.17             12.93             11.07              0.00
8                      27.73             17.78             15.30             34.95
16                     51.37             28.59             24.69              7.79
32                     21.56              8.97              7.63              0.00
64                     18.90             14.29             12.25             62.42
128                    47.71             27.91             24.08             17.78
256                    32.66             15.14             13.00              0.00
512                    35.53             22.43             19.33             32.19
1024                   40.34             17.46             15.00              0.00
2048                   32.67             20.43             17.58             30.32
4096                   32.62             20.77             17.87             33.69
8192                   52.26             34.61             29.89             40.94
16384                  50.65             32.47             28.05             35.18
32768                  75.16             46.65             40.35             29.32
65536                 117.61             72.86             63.13             29.11
131072                218.54            141.03            122.42             36.68
262144                594.01            302.34            262.45              0.00
