1370081

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      22.07             16.52             14.20             60.89
2                      28.20             16.28             13.98             14.73
4                      13.70              8.89              7.56             36.26
8                      23.34              9.54              8.12              0.00
16                     34.03             19.79             17.01             16.27
32                     13.84              8.88              7.55             34.27
64                     26.27             12.79             10.96              0.00
128                    72.96             38.04             32.90              0.00
256                    42.79             24.46             21.06             12.95
512                    56.66             20.38             17.55              0.00
1024                   42.14             22.43             19.33              0.00
2048                   34.12             23.03             19.86             44.17
4096                   33.97             20.68             17.80             25.34
8192                   62.01             32.66             28.22              0.00
16384                  56.81             33.46             28.90             19.22
32768                  74.61             46.93             40.58             31.79
65536                 122.10             75.41             65.33             28.54
131072                241.71            150.88            130.80             30.55
262144                759.45            335.21            291.18              0.00
