1371083

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.17              8.60              7.31             51.15
2                      11.91              8.41              7.13             50.99
4                      12.07              7.83              6.64             36.12
8                      15.28              8.69              7.39             10.75
16                     19.06             10.68              9.12              8.20
32                     13.72              9.09              7.74             40.15
64                     12.64              8.73              7.41             47.15
128                    39.99             17.29             14.88              0.00
256                    28.84             14.21             12.18              0.00
512                    23.84             14.92             12.81             30.40
1024                   27.91             17.28             14.86             28.46
2048                   26.02             16.33             14.03             30.93
4096                   34.46             21.39             18.40             28.99
8192                   44.84             28.39             24.55             33.00
16384                  50.83             33.06             28.61             37.87
32768                  80.88             46.73             40.51             15.71
65536                 121.36             77.14             67.10             34.09
131072                207.07            126.21            109.76             26.33
262144                591.26            298.03            259.02              0.00
