1369970

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      31.65             18.36             15.79             15.81
2                      16.76             13.61             11.66             73.02
4                      21.39             14.54             12.46             44.96
8                      12.67              7.97              6.75             30.37
16                     21.68             18.07             15.53             76.75
32                     15.44              8.23              6.98              0.00
64                     25.92             21.43             18.46             75.72
128                    40.60             24.32             20.97             22.33
256                    30.22             17.26             14.83             12.63
512                    80.26             36.22             31.31              0.00
1024                   65.42             33.00             28.49              0.00
2048                   43.34             29.13             25.17             43.55
4096                   50.51             31.74             27.43             31.57
8192                   53.95             34.88             30.12             36.68
16384                  59.31             39.00             33.71             39.75
32768                 118.97             70.83             61.38             21.56
65536                 149.61             78.03             67.62              0.00
131072                248.27            156.70            135.84             32.59
262144                588.08            299.46            260.02              0.00
