1371786

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      21.00             12.03             10.29             12.80
2                      18.06             13.89             11.90             64.93
4                      11.69              7.55              6.39             35.11
8                      30.27             10.46              8.92              0.00
16                     35.70             13.69             11.73              0.00
32                     28.96             19.72             16.97             45.54
64                     15.06              8.78              7.46             15.94
128                    27.39             17.28             14.85             31.91
256                    43.39             22.09             19.03              0.00
512                    46.48             22.66             19.50              0.00
1024                   37.71             22.12             19.06             18.20
2048                   35.07             21.70             18.69             28.53
4096                   40.94             24.34             20.97             20.82
8192                   48.94             27.94             24.09             12.83
16384                  73.78             33.47             28.73              0.00
32768                  75.25             50.13             43.39             42.10
65536                 131.56             72.77             63.05              6.75
131072                238.18            129.48            112.34              3.24
262144                651.26            312.51            271.30              0.00
