1369520

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      16.78              7.46              6.31              0.00
2                      25.72              8.13              6.90              0.00
4                      24.44             13.35             11.43              3.01
8                      23.09             17.13             14.73             59.58
16                     34.12             26.02             22.45             63.89
32                     16.89              8.32              7.07              0.00
64                     14.29              9.40              8.01             39.06
128                    55.52             29.13             25.17              0.00
256                    40.57             15.45             13.26              0.00
512                    38.43             20.38             17.57              0.00
1024                   47.45             20.48             17.65              0.00
2048                   48.99             18.27             15.72              0.00
4096                   52.20             28.63             24.72              4.65
8192                   75.62             45.53             39.40             23.64
16384                  68.11             35.91             31.04              0.00
32768                  73.68             47.00             40.69             34.42
65536                 139.44             73.18             63.45              0.00
131072                237.82            159.17            138.13             43.06
262144                747.11            334.22            290.32              0.00
