1371198

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      18.09              7.75              6.57              0.00
2                      13.67              8.68              7.37             32.24
4                      17.90              7.08              5.98              0.00
8                      19.89              8.69              7.38              0.00
16                     20.94             15.73             13.50             61.36
32                     24.24             12.51             10.70              0.00
64                     34.97             28.24             24.36             72.41
128                    34.76             21.69             18.69             30.07
256                    37.58             25.00             21.56             41.65
512                    33.08             18.48             15.89              8.13
1024                   32.56             15.18             13.02              0.00
2048                   34.99             22.52             19.39             35.71
4096                   33.58             20.34             17.50             24.35
8192                   42.67             27.41             23.66             35.47
16384                  52.93             33.27             28.74             31.58
32768                  91.03             46.73             40.45              0.00
65536                 137.23             84.57             73.32             28.18
131072                260.04            140.51            121.96              2.00
262144                627.39            312.44            271.34              0.00
