1370635

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.29             13.03             11.16             43.96
2                      33.02             18.99             16.36             14.19
4                      23.32             14.23             12.21             25.59
8                      16.75             12.51             10.71             60.42
16                     14.83             11.28              9.64             63.18
32                     41.55             17.05             14.65              0.00
64                     28.52             18.14             15.61             33.51
128                    50.26             25.01             21.58              0.00
256                    36.74             17.31             14.87              0.00
512                    24.82             14.76             12.65             20.46
1024                   38.22             22.23             19.14             16.44
2048                   28.02             16.77             14.40             21.90
4096                   37.13             22.45             19.34             24.11
8192                   69.51             33.20             28.68              0.00
16384                 172.11             81.72             70.95              0.00
32768                  74.93             47.47             41.10             33.19
65536                 116.94             73.08             63.34             30.76
131072                404.22            223.09            193.37              6.33
262144                656.40            341.25            296.36              0.00
