1981151

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.28
2                       1.27
4                       1.27
8                       1.27
16                      1.27
32                      1.35
64                      1.35
128                     1.37
256                     1.42
512                     1.51
1024                    1.66
2048                    1.98
4096                    2.50
8192                    3.65
16384                   4.56
32768                  14.05
65536                  17.98
131072                 23.45
262144                 34.52
524288                 58.77
1048576               119.35
2097152               220.38
4194304               406.81
