1984429

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.28
2                       1.27
4                       1.28
8                       1.27
16                      1.28
32                      1.35
64                      1.40
128                     1.39
256                     1.42
512                     1.52
1024                    1.66
2048                    1.97
4096                    2.49
8192                    3.64
16384                   4.56
32768                  14.10
65536                  18.02
131072                 23.57
262144                 34.67
524288                 58.75
1048576               119.43
2097152               220.28
4194304               410.95
