1978430

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.27
2                       1.27
4                       1.26
8                       1.27
16                      1.26
32                      1.36
64                      1.36
128                     1.38
256                     1.42
512                     1.52
1024                    1.66
2048                    1.97
4096                    2.51
8192                    3.67
16384                   4.57
32768                  14.16
65536                  18.04
131072                 23.62
262144                 34.53
524288                 58.75
1048576               119.48
2097152               222.91
4194304               425.32
