1983089

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.27
2                       1.27
4                       1.26
8                       1.27
16                      1.26
32                      1.35
64                      1.35
128                     1.38
256                     1.42
512                     1.52
1024                    1.66
2048                    1.96
4096                    2.48
8192                    3.65
16384                   4.56
32768                  14.08
65536                  17.98
131072                 23.60
262144                 34.68
524288                 58.73
1048576               119.11
2097152               222.29
4194304               411.53
