1976568

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.28
2                       1.27
4                       1.27
8                       1.27
16                      1.27
32                      1.35
64                      1.35
128                     1.38
256                     1.41
512                     1.51
1024                    1.65
2048                    1.97
4096                    2.47
8192                    3.63
16384                   4.57
32768                  14.22
65536                  18.04
131072                 23.50
262144                 34.49
524288                 58.65
1048576               119.29
2097152               218.13
4194304               420.72
