1975574

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.27
2                       1.27
4                       1.27
8                       1.27
16                      1.27
32                      1.36
64                      1.41
128                     1.39
256                     1.44
512                     1.53
1024                    1.66
2048                    1.98
4096                    2.50
8192                    3.67
16384                   4.56
32768                  14.10
65536                  17.88
131072                 23.44
262144                 34.61
524288                 58.83
1048576               119.20
2097152               221.80
4194304               409.71
