928463

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      15.83
2                      15.45
4                      16.55
8                      22.06
16                     27.37
32                     21.82
64                     23.28
128                    20.60
256                    24.73
512                    27.82
1024                   16.43
2048                   24.20
4096                   34.67
8192                   31.07
16384                  41.74
32768                 118.43
65536                 133.12
131072                163.57
262144                258.41
