940430

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      26.80
2                      15.17
4                      11.96
8                       9.56
16                     11.05
32                     14.63
64                     18.61
128                    20.99
256                    15.54
512                    21.78
1024                   23.47
2048                   25.16
4096                   32.79
8192                   35.20
16384                  39.93
32768                 116.60
65536                 135.47
131072                163.13
262144                273.27
