931555

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.34
2                      20.41
4                      23.11
8                      14.94
16                     13.83
32                     15.84
64                     11.18
128                    12.06
256                    12.56
512                    12.64
1024                   21.21
2048                   30.01
4096                   34.90
8192                   34.06
16384                  33.63
32768                 117.82
65536                 133.31
131072                164.63
262144                263.80
