927717

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.71
2                      23.11
4                      24.32
8                      29.10
16                     21.62
32                     14.52
64                     11.68
128                    12.08
256                    19.98
512                    14.70
1024                   15.52
2048                   12.89
4096                   18.08
8192                   23.28
16384                  30.81
32768                 121.63
65536                 126.78
131072                155.13
262144                262.51
