934605

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      18.79
2                      21.43
4                      15.02
8                      13.38
16                     16.67
32                     15.78
64                     15.56
128                    13.38
256                    18.04
512                    21.19
1024                   16.30
2048                   14.76
4096                   21.73
8192                   23.17
16384                  34.69
32768                 104.91
65536                 139.46
131072                180.76
262144                265.05
