930723

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      20.03
2                      19.77
4                      21.44
8                      29.08
16                     32.54
32                     16.67
64                     11.93
128                    12.88
256                    12.66
512                    19.75
1024                   20.75
2048                   15.93
4096                   24.93
8192                   30.59
16384                  36.81
32768                 109.09
65536                 134.13
131072                167.71
262144                276.11
