938156

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      17.87
2                      16.49
4                      25.90
8                      24.38
16                     23.53
32                     29.78
64                     18.07
128                    14.82
256                    16.03
512                    15.61
1024                   22.22
2048                   19.58
4096                   28.22
8192                   35.00
16384                  42.89
32768                 115.96
65536                 134.01
131072                169.18
262144                266.30
