931196

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      15.09
2                      14.73
4                      17.23
8                      28.23
16                     39.69
32                     37.53
64                     28.33
128                    15.09
256                    13.49
512                    15.45
1024                   18.89
2048                   19.63
4096                   29.21
8192                   36.26
16384                  47.35
32768                 109.65
65536                 134.14
131072                175.42
262144                265.46
