928830

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      22.04
2                      21.90
4                      11.34
8                      12.78
16                     16.64
32                     21.24
64                     17.20
128                    18.77
256                    24.28
512                    20.59
1024                   18.34
2048                   22.54
4096                   26.26
8192                   30.45
16384                  36.28
32768                 121.86
65536                 129.26
131072                171.28
262144                260.59
