932941

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.77
2                      16.72
4                      29.41
8                      24.03
16                     19.97
32                     16.78
64                     13.50
128                    13.19
256                    10.74
512                    11.17
1024                   18.46
2048                   15.68
4096                   24.74
8192                   34.85
16384                  36.89
32768                 115.77
65536                 134.76
131072                169.63
262144                258.42
