932577

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      19.94
2                      14.52
4                      14.09
8                      12.33
16                     15.01
32                     17.59
64                     16.13
128                    15.44
256                    16.98
512                    16.78
1024                   20.13
2048                   19.65
4096                   23.13
8192                   30.58
16384                  33.78
32768                 115.71
65536                 131.19
131072                160.57
262144                260.72
