933769

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      12.01
2                      21.98
4                      18.30
8                      15.16
16                     13.11
32                     14.54
64                     21.28
128                    13.57
256                    12.03
512                    11.18
1024                   14.81
2048                   25.97
4096                   34.21
8192                   36.35
16384                  42.86
32768                 113.16
65536                 134.54
131072                177.73
262144                277.54
