936510

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      26.73
2                      14.89
4                      19.66
8                      10.98
16                     14.12
32                     21.79
64                     21.27
128                    20.83
256                    12.20
512                    13.50
1024                   12.61
2048                   18.39
4096                   22.63
8192                   33.39
16384                  35.81
32768                 111.48
65536                 135.49
131072                172.87
262144                274.81
