930261

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      19.06
2                      24.25
4                      23.02
8                      16.04
16                     21.36
32                     20.24
64                     24.13
128                    17.76
256                    17.34
512                    17.03
1024                   20.27
2048                   13.19
4096                   22.42
8192                   27.48
16384                  42.76
32768                 107.36
65536                 123.22
131072                166.45
262144                263.95
