936886

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.74
2                      15.61
4                      22.79
8                      21.96
16                     10.09
32                     13.30
64                     23.06
128                    19.05
256                    13.67
512                     9.40
1024                    9.37
2048                   11.32
4096                   18.69
8192                   28.70
16384                  34.53
32768                 110.79
65536                 125.66
131072                173.49
262144                269.55
