938903

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      19.33
2                      13.65
4                      10.67
8                      14.50
16                     23.85
32                     21.61
64                     14.84
128                    14.33
256                    15.98
512                    14.50
1024                   18.81
2048                   23.69
4096                   24.55
8192                   24.78
16384                  32.26
32768                 105.01
65536                 132.70
131072                155.90
262144                284.13
