934249

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      14.93
2                      27.29
4                      14.22
8                      13.51
16                     14.38
32                     12.19
64                     12.35
128                    14.78
256                    10.97
512                    18.49
1024                   21.24
2048                   13.65
4096                   24.84
8192                   36.26
16384                  44.58
32768                 110.74
65536                 128.30
131072                160.87
262144                265.12
