932022

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      14.53
2                      15.60
4                      16.06
8                      13.52
16                     15.42
32                     17.72
64                     12.35
128                    13.05
256                    14.52
512                    14.21
1024                   19.25
2048                   22.88
4096                   26.77
8192                   40.26
16384                  37.17
32768                 110.51
65536                 134.81
131072                172.76
262144                280.77
