933404

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      15.82
2                      13.50
4                      22.84
8                      28.12
16                     24.96
32                     18.53
64                     10.96
128                    17.84
256                    29.13
512                    18.32
1024                   18.67
2048                   25.94
4096                   30.92
8192                   35.81
16384                  39.14
32768                 112.00
65536                 134.45
131072                169.14
262144                270.45
