938536

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      14.31
2                      14.90
4                      11.32
8                      20.50
16                     31.04
32                     21.99
64                     14.64
128                    22.39
256                    12.83
512                    22.40
1024                   23.71
2048                   20.61
4096                   28.70
8192                   34.23
16384                  32.75
32768                 113.73
65536                 131.63
131072                159.42
262144                278.82
